raw_affiliation,DOI
"Department of Cardiology Organización Sanitaria Integrada (OSI) ARABA University Hospital Araba  C/ Jose Atxotegi Kalea, s/n. Araba Vitoria‐Gasteiz 01009 Spain",1
Department of Cardiology Hospital del Mar Barcelona Spain,1
Department of Cardiology Hospital Universitario Regional Carlos Haya  Málaga Spain,1
"Department of Cardiology Hospital Universitario Gregorio Marañon, CIBERCV, Universidad Europea, Universidad Complutense  Madrid Spain",1
Department of Cardiology Hospital Josep Trueta &amp; University of Girona Girona Spain,1
"Department of Cardiology Hospital Clínico Universitario de Valladolid, CIBERCV  Valladolid Spain",1
"Department of Cardiac Surgery, Institute of Biomedicine of Seville (IBiS) University of Seville/CSIC/University Hospital Virgen del Rocío Seville, Spain",1
"Department of Cardiac Surgery, Hospital Clínico Universitario, Avda. Ramón y Cajal 3, 47003, Valladolid, Spain",1
"Department of Cardiac Surgery, Hospital Clínico Universitario Valladolid, Valladolid, Spain",1
"Department of Brain Ischemia and Neurodegeneration, Institut d'Investigacions Biomèdiques de Barcelona (IIBB), Consejo Superior de Investigaciones Científicas (CSIC), Area of Neurosciences, Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Barcelona, Catalonia, Spain",1
"Department of Biotechnology, Universitat Politècnica De València, Valencia, Spain",1
"Department of Biological Sciences, Faculty of Science, University of Girona, 17003 Girona, Spain",1
"Department of Biochemistry and Molecular Biology I, University of Granada, 18071 Granada, Spain; Genomic Oncology Area, GENYO, Centre for Genomics and Oncological Research, Pfizer/University of Granada/Andalusian Regional Government, PTS, 18016 Granada, Spain",1
"Department of Biochemistry and Molecular Biology I, University of Granada, 18071 Granada, Spain",1
"Department of Cardiology, Complexo Hospitalario Universitario de A Coruña, Spain.",1
"Department of Child and Adolescent Psychiatry and Psychology, Institute of Neurosciences, Hospital Clinic Barcelona, Spain",1
"Department of Child and Adolescent Psychiatry and Psychology, Institute of Neuroscience Hospital Clínic de Barcelona  Barcelona Spain",1
"Department of Child and Adolescent Psychiatry and Psychology, Clínic Institute of Neurosciences, Hospital Clínic de Barcelona, 2017SGR881, University of Barcelona, CIBERSAM, IDIBAPS, Barcelona, Spain",1
"Department of Cell Biology, Physiology and Immunology, University of Cordoba, Maimonides Biomedical Research Institute of Cordoba (IMIBIC), UGC Nefrología, Hospital Universitario Reina Sofía, Córdoba, Spain",1
"Department of Cell Biology, Physiology and Immunology, University of Cordoba, 14014 Cordoba, Spain",1
"Department of Cardiovascular Sciences, University of Leicester, NIHR Leicester Biomedical Research Centre, Glenfield Hospital, Leicester, United Kingdom",1
"Department of Cardiology, University Hospital of Araba , Vitoria-Gasteiz, Araba , Spain",1
"Department of Cardiology, Parc Taulí Hospital Universitari, 08208, Sabadell, Barcelona, Spain",1
"Department of Cardiology, Institute i+12, CIBERCV, Hospital Universitario 12 de Octubre, Madrid, Spain",1
"Department of Cardiology, Hospital del Mar/Parc de Salut Mar, Barcelona, Spain",1
"Department of Cardiology, Hospital del Mar, Parc de Salut Mar, Barcelona, Spain",1
"Department of Cardiology, Hospital del Mar, Barcelona, Spain",1
"Department of Cardiology, Hospital del Mar, Barcelona 08003, Spain",1
"Department of Cardiology, Hospital del Mar, 08003 Barcelona, Spain",1
"Department of Cardiology, Hospital del Mar and Hospital del Mar Research Institute, Barcelona, Spain.",1
"Department of Cardiology, Hospital Universitario Virgen de la Victoria-IBIMA CIBERCV, Málaga, Spain",1
"Department of Cardiology, Hospital del Mar - Parc de Salut Mar, Grupo de Investigación Biomédica en Enfermedades del Corazón, Instituto Hospital del Mar de Investigaciones Médicas (IMIM), Barcelona, Spain; Centro de Investigación Biomédica en Red de Enfermedades Cardiovasculares (CIBER-CV), ISCIII, Madrid, Spain.",1
"Department of Cardiology, Hospital del Mar - Parc de Salut Mar, Grupo de Investigación Biomédica en Enfermedades del Corazón, Instituto Hospital del Mar de Investigaciones Médicas (IMIM), Barcelona, Spain.",1
"Department of Cardiology, Hospital del Mar (IMAS-UAB), Barcelona, Spain",1
"Department of Cardiology, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain.",1
"Department of Cardiology, Hospital de Fuenlabrada, Madrid, Spain.",1
"Department of Cardiology, Hospital Virgen de la Concha, Zamora, Spain.",1
"Department of Cardiology, Hospital Virgen de la Arrixaca, Murcia, Spain",1
"Department of Cardiology, Hospital Universitario de Marqués de Valdecilla, Cantabria, Spain.",1
"Department of Cardiology, Hospital Universitario de La Princesa, Instituto de Investigación Sanitaria Princesa (IIS-IP), Universidad Autónoma de Madrid, CIBER-CV, Madrid, Spain",1
"Department of Cardiology, Hospital Universitario de La Princesa, Instituto de Investigación Sanitaria Princesa (IIS-IP), CIBER-CV, Universidad Autónoma de Madrid, Madrid, Spain. Electronic address: falf@hotmail.com.",1
"Department of Cardiology, Hospital Universitario de La Princesa, Instituto de Investigación Sanitaria Princesa (IIS-IP), CIBER-CV, Universidad Autónoma de Madrid, Madrid, Spain.",1
"Department of Cardiology, Hospital Universitario de Jaén, Jaén, Spain",1
"Department of Cardiology, Hospital Universitario de Canarias, Tenerife, Spain",1
"Department of Cardiology, Hospital Universitario de Basurto, Bilbao, Spain.",1
"Department of Cardiology, Hospital Universitario de Badajoz, Badajoz, Spain.",1
"Department of Cardiology, Hospital del Mar / Parc de Salut Mar, Barcelona, Spain",1
"Department of Dermatology, Hospital Universitario Ramón y Cajal, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario Ramon y Cajal , Madrid , Spain",1
"Department of Dermatology, Hospital Universitario Puerta de Hierro, Majadahonda, Spain",1
"Department of Dermatology, Hospital Universitario PTS, Granada, Spain",1
"Department of Dermatology, Hospital Universitario Miguel Servet, Zaragoza, Spain",1
"Department of Dermatology, Hospital Universitario Lozano Blesa, Zaragoza, Spain",1
"Department of Dermatology, Hospital Universitario Insular, Universidad de las Palmas de Gran Canaria, La Palmas, Spain",1
"Department of Dermatology, Hospital Universitario Insular, Universidad de las Palmas de Gran Canaria, La Palmas de Gran Canaria, Spain",1
"Department of Dermatology, Hospital Universitario Insular de Gran Canaria, Universidad de Las Palmas de Gran Canaria, Las Palmas, Spain",1
"Department of Dermatology, Hospital Universitario Infanta Sofia, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario Germans Trias i Pujol, Barcelona, Spain",1
"Department of Dermatology, Hospital Universitario Dr Peset, Valencia, Spain",1
"Department of Dermatology, Hospital Universitario Doctor Peset, Valencia, Spain",1
"Department of Dermatology, Hospital Universitario Central de Asturias, Oviedo, Spain",1
Department of Dermatology Hospital Universitario Vírgen del Rocío  Sevilla Spain,1
"Department of Dermatology, Hospital Universitario 12 de Octubre, Institute I+12 Research Institute, Universidad Complutense, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario 12 de Octubre , Madrid , Spain",1
"Department of Dermatology, Hospital Universitari de Bellvitge, Universitat de Barcelona, IDIBELL, L'Hospitalet de Llobregat, Barcelona, Spain",1
"Department of Dermatology, Hospital Universitari Sant Joan de Reus, Tarragona, Spain",1
"Department of Dermatology, Hospital Universitari Sagrat Cor-Grupo Quironsalud, Barcelona, Spain",1
"Department of Dermatology, Hospital Universitari Sagrat Cor, Barcelona,",1
"Department of Dermatology, Hospital Universitari Sagrat Cor - Grupo Quirónsalud , Barcelona , Spain",1
"Department of Dermatology, Hospital Universitari Germans Trias i Pujol, Barcelona, Spain",1
"Department of Dermatology, Hospital Universitari Doctor Peset, Valencia, Spain",1
"Department of Dermatology, Hospital Universitari Bellvitge, L'Hospitalet de Llobregat, Barcelona, Spain",1
"Department of Dermatology, Hospital Son Llatzer, Palma de Mallorca, Spain",1
"Department of Dermatology, Hospital San Cecilio , Granada , Spain",1
"Department of Dermatology, Hospital Royo Villanova, Zaragoza, Spain",1
"Department of Dermatology, Hospital Royo Villanova Hospital, Zaragoza, Spain",1
"Department of Dermatology, Hospital Puerta de Hierro , Majadahonda, Madrid , Spain",1
"Department of Dermatology, Hospital Universitario Araba, Vitoria-Gasteiz, Spain",1
"Department of Dermatology, Hospital de la Santa Creu i Sant Pau, Barcelona,",1
"Department of Dermatology, Hospital de Viladecans, Viladecans, Barcelona, Spain",1
"Department of Dermatology, Hospital de Terrassa, Barcelona, Spain",1
"Department of Dermatology, Hospital de Sant PAu, Barcelona, Spain",1
"Department of Dermatology, Hospital de Sagunto, Valencia, Spain",1
"Department of Dermatology, Hospital de Manises, Valencia, Spain",1
"Department of Dermatology, Hospital de Manacor, Palma de Mallorca, Spain",1
"Department of Dermatology, Hospital de Manacor, Mallorca, Spain",1
"Department of Dermatology, Hospital de Bellvitge, l’Hospitalet de Llobregat, Barcelona,",1
"Department of Dermatology, Hospital de Basurto, Bilbao, Spain",1
"Department of Dermatology, Hospital Vital Álvarez Buylla, Mieres, Spain",1
"Department of Dermatology, Hospital Virgen del Valle Complejo Hospitalario de Toledo, Toledo, Spain",1
"Department of Dermatology, Hospital Virgen del Rocio, Sevilla, Spain",1
"Department of Dermatology, Hospital Virgen de los Lirios, Alicante, Spain",1
"Department of Dermatology, Hospital Universitario Rey Juan Carlos Mostoles, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario y Politécnico la Fe , Valencia , Spain",1
"Department of Dermatology, Hospital Universitario y Politécnico La Fe, Valencia, Spain",1
"Department of Dermatology, Hospital Universitario de Santiago de Compostela, Santiago de Compostela, Spain",1
"Department of Dermatology, Hospital Universitario de Pontevedra, Pontevedra, Spain",1
"Department of Dermatology, Hospital Universitario de Navarra, Pamplona, Navarra, Spain",1
"Department of Dermatology, Hospital Universitario de Cruces, Barakaldo, Bizkaia, Spain",1
"Department of Dermatology, Hospital Universitario de Alcorcón, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario \Joan XXIII\, Tarragona, Spain",1
"Department of Dermatology, Hospital Universitario Virgen de la Macarena, Sevilla, Spain",1
"Department of Dermatology, Hospital Universitario Virgen Macarena, Sevilla, Spain",1
"Department of Dermatology, Hospital Universitario Trias i Pujol, Barcelona, Spain",1
"Department of Dermatology, Hospital Universitario Son Espases, Palma, Spain",1
"Department of Dermatology, Hospital Universitario Severo Ochoa, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario Severo Ochoa, Leganés, Madrid, Spain",1
"Department of Dermatology, Hospital Universitario Sagrat-Cor, Barcelona, Spain",1
"Department of Dermatology, Hospital Virgen de las Nieves Hospital, Granada, Spain",1
"Department of Dermatology, Complejo Hospitalario Universitario Santiago de Compostela, Santiago de Compostela, Spain",1
"Department of Dermatology, Complejo Hospitalario Universitario Insular Materno-Infantil, Las Palmas de Gran, Canaria, Las Palmas, Spain",1
"Department of Dermatology, Complejo Hospitalario Universitario Insular Materno Infantil. Universidad de las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Spain",1
"Department of Dermatology, Clínica Universidad de Navarra, Pamplona, Spain",1
"Department of Dermatology, Clínica Universidad de Navarra , Pamplona , Spain",1
Department of Dermatology Parc Salut Mar Barcelona Spain,1
Department of Dermatology Hospitalario Universitario de Santiago de Compostela  A Coruña Spain,1
Department of Dermatology Hospital del Mar‐Parc de Salut Mar  Barcelona Spain,1
Department of Dermatology Hospital del Mar. Universitat Autònoma de Barcelona Barcelona Spain,1
Department of Dermatology Hospital del Mar. Universitat Autònoma and Pompeu Fabra Barcelona Spain,1
"Department of Dermatology Hospital del Mar. Parc de Salut Mar, Universitat Autònoma de Barcelona  Barcelona Spain",1
"Department of Dermatology Hospital del Mar, Universitat Autònoma de Barcelona  Barcelona Spain",1
"Department of Dermatology Hospital del Mar, Universitat Autònoma Barcelona  Barcelona Spain",1
"Department of Dermatology Hospital del Mar, Universitat Autònoma  Barcelona Spain",1
"Department of Dermatology, Hospital Germans Trias i Pujol, Badalona, Barcelona,",1
"Department of Dermatology Hospital del Mar, IMIM, Universitat Autònoma de Barcelona  Barcelona Spain",1
Department of Dermatology Hospital del Mar – Parc de Salut Mar Barcelona Spain,1
Department of Dermatology Hospital del Mar &amp; Research Institute Barcelona Spain,1
"Department of Dermatology Hospital de la Santa Creu i Sant Pau, Universitat Autònoma  Barcelona Spain",1
Department of Dermatology Hospital de Sant Joan Despí Moisés Broggi  Barcelona Spain,1
Department of Dermatology Hospital de Sant Joan Despí Moisès Broggi  San Joan d'Espí Spain,1
Department of Dermatology Hospital de Bellvitge Barcelona Spain,1
Department of Dermatology Hospital Virgen de la Victoria  Málaga Spain,1
Department of Dermatology Hospital Universitario y Politécnico de La Fe  Valencia Spain,1
"Department of Dermatology Hospital Universitario y Politécnico La Fe, Instituto de Investigación Sanitaria La Fe  Valencia Spain",1
"Department of Dermatology Hospital Universitario de la Princesa, Instituto de Investigación Sanitaria La Princesa  Madrid Spain",1
Department of Dermatology Hospital Universitario de Puerto Real  Cádiz Spain,1
Department of Dermatology Hospital Universitario de León  León Spain,1
Department of Dermatology Hospital Universitario de Gran Canaria Dr. Negrín  Las Palmas Spain,1
Department of Dermatology Hospital Universitario de Canarias  San Cristóbal de La Laguna Spain,1
"Department of Dermatology Hospital del Mar, Instituto Municipal de Investigación Médica  Barcelona Spain",1
"Department of Dermatology, Hospital General de Granollers, Barcelona, Spain",1
"Department of Dermatology, Hospital General Universitario, Alicante, Spain",1
"Department of Dermatology, Hospital General Universitario de Guadalajara, Guadalajara, Spain",1
"Department of Dermatology, Hospital General Universitario de Alicante-ISABIAL, Alicante, Spain",1
"Department of Dermatology, Hospital General Universitario de Alicante, Spain",1
"Department of Dermatology, Hospital General Universitario de Alicante Doctor Balmis, Alicante, Spain",1
"Department of Dermatology, Hospital General Universitario La Fe, Valencia, Spain",1
"Department of Dermatology, Hospital General Universitario Jose M Morales Meseguer, Murcia, Spain",1
"Department of Dermatology, Hospital General Universitario Infanta Sofia, Madrid, Spain",1
